Obj Type,Object Name,Object description,Long Description,CMOD FM/ WF Template Name,Description,Process area,Level 1 Process,Module,Sub Process,Theme
PROG,ZPPAI_PARENT_PERSON_DATA,HCM-PA-PARENT-Person Data flat file,& : THIS PROGRAMS GENERATES THE OUTBOUND FILE WHICH IS & SERVE AS ONE OF THE MAIN SOURCE TO REPORT PERSONNEL & ADMINISTRATION DATA. &----------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Parent Person Data for Reporting
PROG,ZPPAI_POLICE_COMPANY_DATA,Police Company Data,CHG MM/DD/YY AUTHOR TRANSPORT,,,HCM,Personnel Admin,PA,Personnel Management,Police Company
PROG,ZPPYI_METLIFE_COVERAGE,Metlife Coverage - Conrail Norbne file,& ZPPYI_METLIFE_COVERAGE & &---------------------------------------------------------------------,,,HCM,Benefits Admin.,Benefits,Benefits integration,Metlife
PROG,ZPPAI_EMP_MASTER_UPDATES2,Employee Master Updates,& : THIS PROGRAM GENERATES THE OUTBOUND FILE WHICH IS SENT & TO NTE IDMS TO UPDATE THEIR EMPLOYEE MASTER RECORDS. &---------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,NTE IDMS 
PROG,ZPBNI_865_VANGUARD_DEDUCTIONS2,Vanguard Payroll Deductions From SAP,"ZPBNI_865_VANGUARD_DEDUCTIONS2 NS USES VANGUARD AS ITS 401(K) THIRD PARTY ADMINISTRATOR FOR AGREEMENT AND NONAGREEMENT PLANS FOR NS AND NPBL. EMPLOYEES ELIGIBLE FOR THE PLANS ARE INCLUDED IN THE FILE ALONG WITH DEMOGRAPHIC DATA. THE FILE ALSO INCLUDES 401(K) CONTRIBUTIONS BY SOURCE (PRE-TAX, ROTH, LOAN REPAYMENT, ETC.) AFTER EACH PAYROLL RUN. VANGUARD USES THE DATA IN THE FILE TO UPDATE THEIR SYSTEMS FOR INVESTMENT TRACKING, ELIGIBILITY, ADDRESS AND STATUS CHANGES. ----------------------------------------------------------------------",,,HCM,Payroll Admin,Payroll,Benefits integration,Vanguard
PROG,ZPPA_PAYROLL_NONAGREEMENT3,IS822 HCM-PA - NTE Payroll - Nonagreement JP information,& REPORT ZPPA_PAYROLL_NONAGREEMENT3 &,,,HCM,Payroll Admin,Payroll,JPE Info,HANA Migration
PROG,ZPPAI_SECURITY,Security - NSCars Web Service,PURPOSE: SEND EMPLOYEE DATA TO IT SECURITY,,,HCM,Personnel Admin,PA,Security Roles,Security - NSCars Web Service
PROG,ZPPYI_CAS_CLAIM_PER_DATA,Casualty Claims Payroll Data,ZPPYI_CAS_CLAIM_PER_DATA HCM-PA-CASUALTY CLAIMS-PAYROLL DATA FLAT FILE SENDSQUARTER TO DATE PAY RESULTS FOR THE CURRENT AND MOST RECENT MONTHS ----------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Casualty Claims Payroll
PROG,ZPBNI_CHOICE_PLUS_INT001,Employee Demographics data - Choice Plus,": TERMINATION DATE, ORIGINAL HIRE DATE AND LATEST HIRE DATE LOGIC FIX",,,HCM,Benefits Admin.,Benefits,Benefits integration,ChoicePlus
PROG,ZPPYI_TRUSTMARK_INS_DEDUCT,Trustmark Insurance deduction from SAP,: THIS PROGRAM GENERATES THE OUTBOUND FILE TO SEND DEDUCTIONS TAKEN IN PAYROLL TO TRUSTMARK INSURANCE. -----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Benefits integration,TRUSTMARK Insurance
PROG,ZPPYI_METLIFE_DEDUCTIONS2,Metlife Insurance Deductions,: THIS PROGRAM GENERATES THE OUTBOUND FILE WHICH IS SENT TO METLIFE INSURANCE. THE FILE CONTAINS PAYROLL INSURANCE DEDUCTIONS TO METLIFE -----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Benefits integration,Metlife
PROG,ZPPYI_EMP_COMPENSATION,HCM-PY - BMWE - Employee Compensation - fromSAP,& : THIS INTERFACE PROVIDE A FILE OF EMPLOYEE DEDUCTIONS & TAKEN AND STATS CHANGES TO THE BMWE UNION. & &----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Comp Management,BMWE
PROG,ZPPA_234_GREENCOMM,Include ZPPA_234_GREENCOMM,& ZPPA_234_GREENCOMM & &--------------------------------------------------------------------- & & &--------------------------------------------------------------------- ------------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,GREENCOMM,GREENCOMM
PROG,ZPPYI_PROVIDENT_INS_DEDUCTION,Provident Insurance Deductions,PURPOSE: TO SEND PROVIDENT INSURANCE DEDUCTION INFORMATION FROM SAP TO THE VENDOR,,,HCM,Payroll Admin,Payroll,Benefits integration,Provident Insurance
PROG,ZPPYI_361_401KPAYROLLDATA2,HCM-PY-000361-Merrill Lynch 401k Payroll Data from SAP,& ZPPYI_361_401KPAYROLLDATA2 ----------------------------------------------------------------------- PROGRAM NAME : ZPPYI_361_401KPAYROLLDATA2 TITLE : HCM-PY-000361-MERRILL LYNCH 401K PAYROLL DATA FROM SAP CREATE DATE : 02/16/2010 RELEASE : ECC 6.0,,,HCM,Payroll Admin,Payroll,401k,Merrill Lynch
PROG,ZPPYI_NON_CONTRACT_TTG_DET,HCM PY 779 Non-Contract TTG Details from SAP,PURPOSE: CREATE A PAY DETAIL FILE IN THE NON T&E T305 FORMAT THAT CONTAINS NON-CONTRACT INFORMATION RESULTING FROM SAP PAYROLL PROCESSING.,,,HCM,Payroll Admin,Payroll,Processing results,HANA Migration
PROG,ZPPAI_EDASSIST_ELIGIBILITY,Report to upload file of EdAssist Eligible Employees,: UPLOAD FILE WITH EDUCATIONAL ASSISTANCE ELIGIBLE EMPLOYEE INFORMATION ACCORDING TO ELIGIBILITY FILE LAYOUT EVERY WEEK ON AL11 DIRECTORY. &--------------------------------------------------------------------- MODIFICATION LOG:,,,HCM,Benefits Admin.,Benefits,Eligbility,Beneftis Admin
PROG,ZPPYI_CLARKE_CON_SAL_BON,APSE 763 HCM PY Clarke Consulting - Monthly Clarke Salary and Bonus,PURPOSE: TNS SENDS CLARKE CONSULTING SALARY AND BONUS INFORMATION TO HELP THEM ADMINISTER THE DEFERRED COMPENSATION PLAN.,,,HCM,Payroll Admin,Payroll,Bonus generation,Clarke Consulting
PROG,ZPPYI_IDMS_EMP_MASTER,IDMS EMPMAST From SAP,PURPOSE: TO UPDATE IDMS MONTHLY AND YEAR-TO-DATE EARNINGS AND RRT,,,HCM,Payroll Admin,Payroll,Processing results,HANA Migration
PROG,ZPBNI_FIDELITY_PAYRL_DEDUCT,Fidelity Payroll Deduction,PURPOSE: THIS PROGRAM GENERATES THE OUTBOUND FILE WHICH IS SENT TO FIDELITY AFTER PAYROLL RUN,,,HCM,Payroll Admin,Payroll,Benefits integration,Fidelity
PROG,ZPPAI_PST_ROLE_AUTHORITY_EMP,PST Role Authority Employee,,,,HCM,Personnel Admin,PA,Security Roles,PST Role Aut
PROG,ZPBNI_FIDELITY_INV_CENSUS,Fidelity Investment Census Files,PURPOSE: CUSTOM PROGRAM TO DELETE PURCHASE ORDER LINE ITEMS AFTER INVOICE MANAGER DELETES THE INCORRECT INVOICE.,,,HCM,Benefits Admin.,Benefits,Benefits integration,Fidelity
PROG,ZPCMI_CLARK_CRDEFERREDCOMP,Clark Consulting CR Deferred Comp,& ZPCMI_CLARK_CRDEFERREDCOMP & &--------------------------------------------------------------------- & & &--------------------------------------------------------------------- ---------------------------------------------------------------------- 'DESCRIPTION' ----------------------------------------------------------------------,,,HCM,Talent Management,Comp,Comp Management,Clarke Consulting
PROG,ZPBNR_DAILY_DEATH,Daily Death Report,ZPBNR_DAILY_DEATH HCM-BN #464 DAILY DEATH GENERATED DAILY TO IDENTIFY NOTIFICATIONS FROM SURVIVORS/ ESTATES ON THE DEATH OF AN EE OR RETIREE. ----------------------------------------------------------------------,,,HCM,Benefits Admin.,Benefits,Personnel Admin,Personnel Admin
PROG,ZPBNR_SPD,Agreement Benefits Eligibility,: TO IDENTIFY AGREEMENT EMPLOYEES WHO HAVE NOT YET RECEIVED THE SPD’S FOR THEIR BENEFIT PLANS. -----------------------------------------------------------------,,,HCM,Benefits Admin.,Benefits,Eligbility,Benefits
PROG,ZPBNR_COLI_REPORT,COLI Report,REPORTED DEATH OF AN EE OR RETIREE FOR S OF REPORTING TO INSURANCE PROVIDERS/VENDORS ----------------------------------------------------------------------,,,HCM,Benefits Admin.,Benefits,Personnel Admin,Personnel Admin
PROG,ZPBNR_PRERETIREMENT_SURVIVOR,Report and Email Notification for Pre-Retirement Survivorship Election,: THIS REPORT IS TO GENERATE QUARTERLY TO IDENTIFY ACTIVE NON-AGREEMENT EMPLOYEES WHO JUST TURNED 35 IN PREVIOUS QUARTER WITH MORE THAN 5 YEARS OF SERVICE OR JUST TURNED 5 YEARS OF SERVICE IN PREVIOUS QUARTER WITH OLDER THAN 35 YEARS OLD. A NOTIFICATION EMAIL WILL BE SENT TO QUALIFIED EMPLOYEES. -----------------------------------------------------------------,,,HCM,Benefits Admin.,Benefits,Personnel Admin,Personnel Admin
PROG,ZPPFR_UPD_ACTUARY_AND_PENSION,Program to update Actuary Master and Pension Earnings,PURPOSE: UPDATES ACUTARY MATER RECORD WITH CREDITABLE SERVICE RECORD AND UPDATES THE PENSION EARNINGS TABLE.,,,HCM,Payroll Admin,Payroll,Pension Admin,Payroll-Pension
PROG,ZPTVR_RPRCCC_DISPLAY_RECEIPTS,Travel Card Aging Reports,& RPRCCC_DISPLAY & &--------------------------------------------------------------------- & & &--------------------------------------------------------------------- &--------------------------------------------------------------------- & PROGRAM - ZPTVR_RPRCCC_DISPLAY_RECEIPTS &--------------------------------------------------------------------- & E1DK904512 - HCM-TV TRAVEL CARD AGING S – SCHEDULE BACKGROUND & &--------------------------------------------------------------------- ----------------------------------------------------------------------,,,HCM,Personnel Admin,Travel,Travel Expenses,Travel and Expenses
PROG,ZPPAR_MANAGE_INACTIVE_EMPPLANS,Position Management Batch Program,ZPPAR_MANAGE_INACTIVE_EMPPLANS HCM-PA #512 HCM-PA BATCH PROGRAM FOR MANAGING INACTIVE EMPLOYEE POSITIONS CREATE A BATCH PROGRAM TO PLACE THE EMPLOYEE ON THE APPROPRIATE,,,HCM,Benefits Admin.,Benefits,Ben Data,Benefits
PROG,ZPPYR_AUTOMATE_STOCK_PAYROLL,Automate Stock Payroll Process,TYPE : DATE : 10-28-2010,,,HCM,Payroll Admin,Payroll,Benefits integration,Payroll
PROG,ZHR_EMPDATA_AWARDCO,Outbound Interface (IF2103) for AwardCo,,,,HCM,Personnel Admin,PA,Personnel Management,AwardCo
PROG,ZPPAI_NEW_HIRES_BY_STATE,,PURPOSE: THIS PROGRAM GENERATES THE OUTBOUND FILE WHICH IS SENT TO VA. IT CONTAINS SUMMARY OF EMPLOYEE COUNTS BY WORK LOCATION – INCLUDE NEW HIRES / RE-HIRES FROM SAP,,,HCM,Personnel Admin,PA,Personnel Management,HANA Migration
PROG,ZPBNI_WAGEWORKS_FSA_TRANSIT,WageWorks FSA and Transit - Employee Demographics,PURPOSE: TO PROVIDE EMPLOYEE ELIGIBILITY DATA FOR THE PRE-TAX PARKING/TRANSIT BENEFIT PROVIDER WITH CORRESPONDING DEMOGRAPHIC DATA FOR EACH ELIGIBLE EMPLOYEE.,,,HCM,Benefits Admin.,Benefits,Ben Int- Eligbility,WageWorks
PROG,ZPBNI_AONHEWITT_NAV_ELIG,Aon Hewitt Navigators Eligibility interface data extraction,& ZPBNI_AONHEWITT_NAV_ELIG & &--------------------------------------------------------------------- &---------------------------------------------------------------------,,,HCM,Benefits Admin.,Benefits,Ben Int- Eligbility,AONHEWITT
PROG,ZPPAE_UPDATE_SPL_PAY_DATES,HCM Batch program to update Special Payments Start/End dates,: CREATE/DELIMIT MEAL ALLOWANCE INFOTYPE BASED ON THE EMPLOYEE POSITION IN THE ORGANIZATION -----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Payroll Earnings
PROG,ZPPYI_PAYCARD_OUTBOUND,ADP Paycard outbound interface,: REQUEST A NEW DEBIT CARD ASSIGNMENT FROM ADP ----------------------------------------------------------------- FUNCTIONAL CONSULTANT: CLAY MOLINARI TECHNICAL CONSULTANT : LALIT CHAUDHARY DATE: 09/06/2010 RFD REF: RFD #827 HCM-PY - PAY CARD OUTBOUND INTERFACE - FROMSAP ----------------------------------------------------------------- MODIFICATION LOG:,,,HCM,Payroll Admin,Payroll,Payment,ADP
PROG,ZPPYI_NS_TO_BENEFITSACCOUNTS,Choiceplus Payroll Contributions,: TO PREPARE THE BENEFIT PAYROLL FILE DETALS AND CALL PROXY PROXY DETAILS: IF2179: PAYROLLRESULTS_OUT_ASY HTTP://2179.CHOICEPLUSBENEFITSPAYROLLRESULTS.HCM-BN.NSCORP.COM HCM_BENEFITS_ADM 1.0 OF NSCORP.COM ----------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Benefits integration,ChoicePlus
PROG,ZPBNI_PBI_DEATHAUDIT,Report ZPBNI_PBI_DEATHAUDIT,PURPOSE: THIS INTERFACE IS REQUIRED TO PROVIDE PBI WITH DEATH AUDIT INFORMATION.,,,HCM,Benefits Admin.,Benefits,Benefits integration, PBI Death Audit
PROG,ZPPAE_UPDATE_GF_INFTY,HCM-PA Batch program for Grandfather infotype evaluation,: KEEP GRANDFATHER INFOTYPE IN-SYNCH WITH EMPLOYEE PAY DATA -----------------------------------------------------------------,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZSEARCH_MESSAGE_ECC,Interface ECC Search Program,& : THIS PROGRAM IS USED TO SEARCH THE KEYWORD IN A PAYLOAD & BY DATE AND INTERFACE NAMESPACE. &---------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Payroll,DFO ASN
PROG,ZPBNI_AYCO_ELIGIBILITY_FILE,AYCO Eligibility Program,& ZPBNI_AYCO_ELIGIBILITY_FILE &--------------------------------------------------------------------- & &--------------------------------------------------------------------- &---------------------------------------------------------------------,,,HCM,Benefits Admin.,Benefits,Ben Int- Eligbility,AYCO
PROG,ZPPAI_350_TRAVEL_ADDENDUM,350 - Travel-Addendum,: THIS IS A NEW OUTBOUND INTERFACE FILE 350(TRAVEL ADDENDUM IMPORTER) FROM NS SAP TO CONCUR. ---------------------------------------------------------------------- MODIFICATION LOG:,,,HCM,Personnel Admin,PA,Travel Expenses,Concur
PROG,ZPPAI_COST_OBJECT_APPROVER,710 - Authorized Approver With Level Import,: THIS IS A NEW OUTBOUND INTERFACE FILE 710(COST OBJECT APPROVER WITH LEVEL IMPORT) FROM NS SAP TO CONCUR. ---------------------------------------------------------------------- MODIFICATION LOG:,,,HCM,Personnel Admin,PA,Travel Expenses,Concur
PROG,ZPPYI_UHC_AGREE_NEWHIRES,HCM-PY: UHC Agreement New Hires Report,& ZPPYI_UHC_AGREE_NEWHIRES & &--------------------------------------------------------------------------- &---------------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Ben,UHC
PROG,ZPPAI_GLINT,GLINT Employee Survey,: THIS IS A NEW WEEKLY OUTBOUND EMPLOYEE SURVEY INTERFACE FROM NS SAP TO GLINT. ---------------------------------------------------------------------- MODIFICATION LOG:,,,HCM,Talent Management,Talent,Performance,Glint Employee Survey File Integration
PROG,ZPTVI_CITI_BOLA_BOLM_V2,BOLA - BOLM Interface,: THIS PROGRAM IS TO CREATE SPREADSHEETS CONTAINING EMPLOYEES FOR BOLA/BOLM - UPDATES/ADDITIONS TO THE CREDIT CARD POPULATION. ----------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Payroll,BOLA
PROG,ZPPY_PAWAGE_REPORT,Pennsylvania Batch Routine Report,& ZPPY_PAWAGE_ &--------------------------------------------------------------------- ----------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Payroll,Payroll
PROG,ZPTVR_CITI_RECON,Citi - GCM_Reconcilation log,`,,,HCM,Payroll Admin,Payroll,Reconciliation,Payroll
PROG,ZPPY_PC_RECOVERY,CITI Personal Charge Recovery Enhancement,: OF THE DEVELOPMENT IS TO ENHANCE THE FI-PY FROM CONCUR TO SAP TO CREATE IT14 AND IT15 FOR PERSONAL CHARGES. &--------------------------------------------------------------------- MODIFICATION LOG:,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Concur Integration
PROG,ZPPY_EDASSIST_IB_PROCESSING,EdAssist Inbound Payroll File Processing,& REPORT ZPPY_EDASSIST_IB_PROCESSING,,,HCM,Payroll Admin,Payroll,Payroll,Payroll Admin
PROG,Z_OM_UPDATE_INDX,OM Update INDX Table,& REPORT Z_OM_UPDATE_INDX &,,,HCM,Org. Management,OM,OM,OM Data
PROG,ZPBNI_AONHEWITT_EXECLIFE_ELIG,Aon Hewitt Executive Life Plans Eligibility Interface,& ZPBNI_AONHEWITT_EXECLIFE_ELIG &--------------------------------------------------------------------- &---------------------------------------------------------------------,,,HCM,Benefits Admin.,Benefits,Ben Int- Eligbility,AONHEWITT
PROG,ZPPY_NYWAGE_REPORT,New York Batch Routine Report,& ZPPY_NYWAGE_ &--------------------------------------------------------------------- ----------------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Payroll Earnings
PROG,ZPPT_IF520_DEL_INPROC_REL4APPR,,& REPORT ZPPT_IF520_DEL_PENDING_RECORDS &,,,HCM,Payroll Admin,Payroll,Payroll,Payroll
PROG,ZHR_WEXPIN,WEXPIN Expert,ZHR_WEXPIN EXPORT OF WEX PINS IT01015 SUBTY 0035 FOR ENGINEERING SYSTEMS ----------------------------------------------------------------------,,,HCM,Org. Management,OM,OM,WEXPIN for ENGINEERING SYSTEMS
PROG,Z_RHECM_PRINT_CRS,Print Compensation Review Statement,& REPORT RHECM_PRINT_CRS &,,,HCM,Payroll Admin,Payroll,ESS,Paycheck/Statement
PROG,ZAWF_NOTIFY_NO_RECEIPTS,Notify Users to FAX Supporting Documents,& OF THIS PROGRAM IS TO NOTIFY USERS TO FAX SUPPORTING & DOCUMENTS FOR TRAVEL EXPENSE REPORTS OR PARKED SES INVOICES. & &---------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Travel Expenses,PA Data
PROG,ZPPYRSPOUSALIMPUTED_AUDIT_REPT,Spousal Travel / Imputed Income Interface Audit Report,: OF THIS DEVELOPMENT IS TO CREATE AN AUDIT / RECONCILIATION REPORT FOR MONITORING SPOUSAL TRAVEL AND IMPUTED INCOME FROM CONCUR TO SAP ---------------------------------------------------------------------- MODIFICATION LOG:,,,HCM,Payroll Admin,Payroll,Travel Expenses,Concur Integration
PROG,ZAWF_SET_ALL_SUBS,"Set ""ALL"" Profile on Substitution Rules","& ZAWF_SET_ALL_SUBS & &--------------------------------------------------------------------- & THIS PROGRAM LOOKS FOR WORKFLOW SUBSTITUTION RULES THAT ARE FLAGGED & AS ""GENERAL"" SUBSTITUTION (MEANING THE SUBSTITUTION PROFILE FIELD IS & BLANK). ALL SUCH RULES FOUND ARE CONVERTED TO HAVE A PROFILE OF & ""ALL"". THIS WAS DONE TO PREVENT UWL SUBSTITUTES FROM BEING ABLE TO & LOOK AT PERFORMANCE REVIEWS OF THE PEOPLE THEY ARE SUBBING FOR. THE & PERFORMANCE REVIEW UWL TASKS HAVE ALL BEEN GIVEN A SPECIAL TASK & CLASSIFICATION THAT IS NOT INCLUDED IN THE ""ALL"" PROFILE. &---------------------------------------------------------------------",,,HCM,Personnel Admin,PA,Security Roles,PA Data
PROG,ZPPY_AWARDCO_UPD_0015,Update Info Type 0015 from AwardCo,,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,AwardCo
PROG,ZPERR_H99CWTR0,Annualized Salary for Agreement Employee,: TO PRODUCE AN ANNUALIZED SALARY FOR AGREEMENT EMPLOYEES TO BE USED AS REFERENCE DURING THE RECRUITMENT PROCESS. -----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Payroll
PROG,ZPPY_AWARDCO_TO_SAP,AwardCo Payroll Inbound REST Program,,,,HCM,Payroll Admin,Payroll,Earnings & Deductions,AwardCo
PROG,ZPTVR_CONCUR_EMAIL_FAILURE,E-Mail Notification Alert on Concur Posting Failure to Finance,: SEND FAILURE MAIL -----------------------------------------------------------------,,,HCM,Payroll Admin,Payroll,Posting,Payroll
PROG,ZKSETNQ526698,Create/Delete customizing entry in T811FLAGS for report RCATSTCO,& REPORT ZKSETNQ526698 - IIR Defect 3125 CATs jobs had issues during performance test,,,HCM,Time Management,Time,Time,Time 
PROG,ZPPYR_FIND_CLAIM_ARR_BAL,"HCM-PY Claims, Arrears, Deduction balances report",": LOCATE DEDUCTIONS IN ARREARS, DEDUCTIONS WITH UNPAID BALANCES AND UNPAID CLAIMS. -----------------------------------------------------------------",,,HCM,Payroll Admin,Payroll,Earnings & Deductions,Claims
PROG,MP910100,S 8000010474: DS156: IT9101 Change Causing Short Dump,S 8000010474: DS156: IT9101 Change Causing Short Dump,,,HCM,Personnel Admin,PA,Custom infotype,Custom infotype
PROG,MP950000,HCM : PA : 173 Internal Work History,HCM : PA : 173 Internal Work History,,,HCM,Personnel Admin,PA,Personnel Management,Personnel Admin
PROG,ZHCM_WRITE_ERROR_LIST,Check Recuiting Action Data,ZHCM_CHECK_ADDRESS HCM-PA #XXX USER EXIT FOR ALL INFOTYPES ----------------------------------------------------------------------,,,HCM,Personnel Admin,PA,Recruiting,SF
PROG,ZPBNI_UHC_AGREEMENT_RATES,UHC Agreement Health Care Exceptions,PURPOSE: TO PROVIDE AGREEMENT ELIGIBILITY EXCEPTIONS TO HERITAGE SYSTEM FOR PREPARING FILE TO SEND UHC,,,HCM,Benefits Admin.,Benefits,Ben Int- Eligbility,UHC
CMOD,ZPPAPADU,Customer enhancement projects,EXPORTING THE WA_P0000 TO ZBNE_ZXPADU02_SUBMIT_0019 THIS LOGIC OF UPDATING THE INFOTYPE 0019 IS WRITTEN IN SEPERATE AND SUBMITTED HERE IN THIS USER EXIT THIS LOGIC IS IMPLETED HERE BECAUSE LUW CONCEPT IN INTERUPTING IN CRAETING RECORD IN 0019 DIRECTLY IN USER EXIT,EXIT_SAPFP50M_002,Customer Checks for Personnel Administration and Recruitment,HCM,Personnel Admin,PA,Personnel Management,Default values for Choice Plus Remediation Program
CMOD,ZPBN0002,Customer enhancement projects,"DECISION CAPABILITIES OF THE BENGR FEATURE. BENGR IS THE FIRST PROGRAM GROUPING FOR BENEFITS, STORED ON INFOTYPE 171.",EXIT_SAPLHRBEN00FEATURE_002,Function Exit Instead of Feature BENGR (First Program Grouping),HCM,Benefits Admin.,Benefits,Ben Admin,Custom Object for Hana Migration
CMOD,ZPBN0003,Customer enhancement projects,FEATURE BSTAT. THIS FEATURE IS USED TO DETERMINE THE SECOND PROGRAM GROUPING FOR BENEFIT ELIGIBILITY ON INFOTYPE 171.,EXIT_SAPLHRBEN00FEATURE_003,Function Exit Instead of Feature BSTAT (Second Program Grouping),HCM,Benefits Admin.,Benefits,Ben Admin,Custom Object for Hana Migration
CMOD,ZPBN0004,Customer enhancement projects,,EXIT_SAPLHRBEN00FEATURE_004,Function Exit Instead of Feature CSTV1 (Cost Grouping),HCM,Benefits Admin.,Benefits,Ben Admin,Ben Structure for Retirees
CMOD,ZPPAPADU,Customer enhancement projects,,EXIT_SAPFP50M_001,Customer Default Values for Personnel Administration and Recruitment,HCM,Personnel Admin,PA,Personnel Admin,Default values for Choice Plus Remediation Program
CMOD,ZPPTCAT2,Customer enhancement projects,{INSERT IM00457828 - POPULATE JOB DESCRIPTION FOR NON-AGREEMENT EMPLOYEE,EXIT_SAPLCATS_002,CATS: Supplement Recorded Data,HCM,Time Management,Time,CATS Data,Supplement CATS Data
CMOD,ZPTVTRIP,Customer enhancement projects,: FUNCTION MODULE TO CHECK IF THE TRAVEL RECEIPTS SUBMITTED BY END USER IS RELEVANT FOR TAX -----------------------------------------------------------------,EXIT_SAPMP56T_003,"User exit: Save trip (PR01, PR04, PR05)",HCM,Personnel Admin,Travel,Taxes,Receipts TAX relevant
Class,ZCL_BDC_UTILITY,Utility class to create BDC sessions,,,,HCM,Not HCM - PS,Not HCM - PS,Not HCM - PS,Not HCM - PS
Class,ZCL_CL_MERRILL_LYNCH401KDEFERR,Inbound Service Interface for Merrill Lynch 401K Deferral El,,,,HCM,Benefits Admin.,Benefits,Benefits Integration,401k Vendor
Class,ZCL_CO_VANGUARD401K_PAY_OUT_AS,Proxy Class (generated),,,,HCM,Payroll Admin,Payroll,401K,401k Vendor
Class,ZCL_DETERMINE_USER_ID,,,,,HCM,Personnel Admin,PA,User ID,User ID
Class,ZCL_FPS_PPLANT_PROJECT_CREATE,Power Plan Project Create,,,,HCM,Not HCM - PS,Not HCM - PS,Not HCM - PS,Not HCM - PS
Class,ZCL_HR_EMPDATA_AWARDCO,Employee Data for Award Co,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data to AwarCo
Class,ZCL_IM_PPA_275_CHGEMP,Imp. class for BAdI imp. ZPPA_275_CHGEMP,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZCL_IM_PUT_HRPAD00INFTY,Imp. class for BAdI imp. ZPUT_HRPAD00INFTY,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZCL_IM_PUT_HRPAD00INFTYDB,Example implementation for HRPAD00INFTYDB,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZCL_PBN_CHOICE_PLUS_INT001,Choice Plus Demographic Data Business Logic,,,,HCM,Benefits Admin.,Benefits,Benefits Vendor,PA Data to Vendor
Class,ZCL_PBN_UHC_OPT_OUT,United Healthcare - UHC opt out to SAP,,,,HCM,Payroll Admin,Payroll,Benefits Vendor,Benefits Vendor
Class,ZCL_PES_STEP_PLAN,"DS842 Step Plans Tables 325, 323",,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZCL_PES_VACATION_STEP_RATE,DS842 Vacation & Step Rate IDMS data to SAP,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZCL_PNS_UPD_INFOTYPE,Generic Class to update Infotype,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZCL_POM_POSITION_ASSIGNMENT3,OM Position Assignment,,,,HCM,Org. Management,OM,Position Assignment,Position Assignment
Class,ZCL_PPA_ACTION,,,,,HCM,Personnel Admin,PA,Personnel Management,PA Actions
Class,ZCL_PPA_APPLID,,,,,HCM,Talent Management,Talent,Recruiting,Applicant Data
Class,ZCL_PPA_CHG_RSLT_RECRUITING,,,,,HCM,Talent Management,Talent,Recruiting,Applicant Data
Class,ZCL_PPA_ES_ACTION_REASON,,,,,HCM,Personnel Admin,PA,Personnel Management,PA Actions
Class,ZCL_PPA_ES_COUNTRY,,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZCL_PPA_ES_WOTCOFFERDATE,,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZCL_PPA_GENDER,,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZCL_PPA_INTERN_HOUSING,,,,,HCM,Personnel Admin,PA,Personnel Management,PA Data
Class,ZCL_PPA_RCT_AUTH_CHECK,Authorization Check for SFSF Integration,,,,HCM,Personnel Admin,PA,Personnel Management,SF Integration
Class,ZCL_PPA_RECRUIT_MAPPING,Class for BAdI: HRSFI_B_RECRUIT_MAPPING,,,,HCM,Talent Management,PA,Recruiting,Recruit Mapping
Class,ZCL_PPT_NTE_TE_PAY_DETAILS,Upload NTE & TE into SAP CATS,,,,HCM,Time Management,Time,Employee Data,Time CATS
Class,ZCL_PPY_2181_PENSION_DED_INB,Pension Payroll deductions IF2181,,,,HCM,Payroll Admin,Payroll,Pension,Payroll deduction
Class,ZCL_PPY_401K_LOAN_FM,Merrill Lynch 401K Loan FM,,,,HCM,Payroll Admin,Payroll,401K,401k Vendor
